peptide_id,sequence_length,n_trp,n_tyr,n_phe,n_pro,epsilon_214_published,purity,aaa_ratio,aaa_cv,actual_concentration,rt,height,area,conc_u_m,hplc_dilution_factor,batch,aaa_adj,hplc_conc_raw,hplc_df,hplc_adj,purity_num,diff_adj,mean_xy,ratio,diff_pct_relAAA,diff_pct_of_mean,log2fc,pct_diff
PEP-0349,12,0,0,1,0,15992,0.95412,0.397,17.19,0.794,10.4075,617.080386842596,203.465173604636,42.409782725662,5,6,794.0,42.409782725662,5,636.14674088493,0.95412,-157.85325911507005,715.0733704424649,0.8011923688727077,-19.880763112729227,-22.07511363727549,-0.31977941492737,-19.880763112729227
PEP-0081,7,0,0,1,0,10996,0.88536,0.446,11.4046022306813,0.78974112,10.5948333333333,474.147718332957,67.267323950342,20.3914526343949,5,4,789.7411199999999,20.3914526343949,5,305.87178951592347,0.88536,-483.8693304840765,547.8064547579617,0.387306399236149,-61.26936007638509,-88.32851936691131,-1.36845275652139,-61.26936007638509
PEP-0105,7,0,0,1,0,16093,0.96286,0.408375,11.001976000451,0.786415905,11.5921666666667,1094.71976434408,287.33579493931,59.5156890033576,5,4,786.4159050000001,59.5156890033576,5,892.735335050364,0.96286,106.31943005036396,839.575620025182,1.135194913244238,13.519491324423804,12.663472772967731,0.1829400298760121,13.519491324423804
PEP-0012,7,0,0,0,0,5992,92.434,0.4155,23.4309656782439,0.76812654,10.0653333333333,538.468970147442,102.076654315999,56.7849656853576,5,1,768.12654,56.7849656853576,5,851.7744852803639,92.434,83.64794528036396,809.950512640182,1.108898652662573,10.889865266257296,10.327537790882824,0.149127517003264,10.889865266257296
PEP-0047,8,0,0,0,0,12219,91.509,0.418125,6.8648249762828,0.7652440125,9.43716666666667,536.304457530006,216.842986853386,59.1545917160122,5,1,765.2440124999999,59.1545917160122,5,887.318875740183,91.509,122.07486324018303,826.2814441200915,1.1595241011313149,15.952410113131467,14.774005166021944,0.2135328072381341,15.952410113131467
PEP-0133,7,0,0,1,0,11108,1.0,0.3819375,15.2066296584085,0.763875,10.0695,578.296951115799,143.512615000014,43.0658429360263,5,4,763.875,43.0658429360263,5,645.9876440403945,1.0,-117.88735595960554,704.9313220201973,0.8456719280515719,-15.432807194842812,-16.72323987842718,-0.241830005501056,-15.432807194842812
PEP-0123,9,0,0,2,0,18200,0.89517,0.4262,13.7137495057512,0.763042908,11.1435,1071.66198787808,264.168251250609,48.3824635990126,5,4,763.042908,48.3824635990126,5,725.7369539851891,0.89517,-37.305954014810936,744.3899309925946,0.9511089695957032,-4.889103040429665,-5.011614539850898,-0.0723174531820388,-4.889103040429665
PEP-0124,11,0,1,1,1,32968,1.0,0.3805,12.6269089872598,0.761,8.70483333333333,1139.44754812282,561.947072677081,61.8346452620607,5,4,761.0,61.8346452620607,5,927.5196789309103,1.0,166.51967893091046,844.2598394654552,1.2188169236937063,21.881692369370622,19.723747494176997,0.2854814375947589,21.881692369370622
PEP-0083,8,0,0,1,0,17044,0.98797,0.3770625,10.3887768550942,0.74505287625,9.76533333333333,474.368162662332,107.404671936922,21.0053727483614,5,4,745.05287625,21.0053727483614,5,315.08059122542096,0.98797,-429.9722850245791,530.0667337377105,0.4228969530475266,-57.71030469524734,-81.11663261579805,-1.241621929032492,-57.71030469524734
PEP-0344,13,0,0,1,0,22294,0.95236,0.368833333,13.0,0.737666666,10.8225,778.417923301815,219.077977972687,32.7558951545539,5,6,737.666666,32.7558951545539,5,491.3384273183085,0.95236,-246.32823868169152,614.5025466591542,0.6660710724297639,-33.39289275702361,-40.08579622995806,-0.5862519680844,-33.39289275702361
PEP-0290,16,0,0,1,2,35124,0.97898,0.3655,13.44752493,0.731,9.45716666666667,827.561929751491,441.3838987989,49.4149144442467,5,6,731.0,49.4149144442467,5,741.2237166637004,0.97898,10.22371666370043,736.1118583318503,1.013985932508482,1.398593250848212,1.3888808539056878,0.0200376373106503,1.398593250848212
PEP-0085,10,0,1,1,1,27112,0.95389,0.38240625,11.456415285288,0.729546995625,10.1401666666667,828.81277026763,172.4907762371,23.5286350257261,5,4,729.546995625,23.5286350257261,5,352.9295253858915,0.95389,-376.6174702391085,541.2382605054457,0.4837653057340578,-51.62346942659421,-69.58441369008116,-1.047620787827104,-51.62346942659421
PEP-0104,8,0,0,1,0,12104,0.93186,0.386785714285714,12.3966918783411,0.720860271428571,12.2826666666667,1009.50637509705,178.877306642011,49.261210245101,5,4,720.860271428571,49.261210245101,5,738.918153676515,0.93186,18.057882247944008,729.889212552543,1.025050461183216,2.505046118321605,2.4740579717286977,0.0356949324691137,2.505046118321605
PEP-0025,7,0,0,0,0,5904,100.0,0.3573,14.3242548885302,0.7146,10.168,501.328651874127,94.1966495047236,53.1823901901104,5,1,714.6,53.1823901901104,5,797.735852851656,100.0,83.13585285165595,756.167926425828,1.116339004830193,11.633900483019303,10.994363810775925,0.1587752048722416,11.633900483019303
PEP-0010,7,0,0,1,0,10995,100.0,0.3556875,13.6113144753649,0.711375,8.91333333333333,634.90965559901,168.382270343747,51.0481341045164,5,1,711.375,51.0481341045164,5,765.722011567746,100.0,54.347011567746,738.548505783873,1.0763971345180052,7.639713451800526,7.358624537472149,0.1062104554906649,7.639713451800526
PEP-0292,16,0,1,1,2,35374,1.0,0.354875,68.91321032,0.70975,10.8076666666667,781.711331281505,191.646445986757,21.2770279317387,5,6,709.75,21.2770279317387,5,319.1554189760805,1.0,-390.5945810239195,514.4527094880402,0.4496730101811631,-55.03269898188368,-75.92429271343936,-1.1530518002651746,-55.03269898188368
PEP-0087,8,0,0,0,0,6783,0.89398,0.394125,21.2866834508926,0.704679735,10.1391666666667,324.86991143867,48.720452200032,23.9424306845703,5,4,704.679735,23.9424306845703,5,359.1364602685545,0.89398,-345.54327473144554,531.9080976342773,0.5096449385883851,-49.03550614116149,-64.96296564543559,-0.9724356002205982,-49.03550614116149
PEP-0069,11,0,0,0,1,17593,0.96736,0.3623125,9.12753603694695,0.70097324,8.4055,402.081144822703,130.827124385003,29.2324986336424,5,4,700.97324,29.2324986336424,5,438.487479504636,0.96736,-262.48576049536405,569.730359752318,0.6255409685890947,-37.445903141090525,-46.07192788698779,-0.6768237208962873,-37.445903141090525
PEP-0082,12,0,0,0,0,16000,1.0,0.347333333333333,14.2483492839885,0.694666666666667,9.12416666666667,389.095123740804,106.143909666964,22.1133145139508,5,4,694.666666666667,22.1133145139508,5,331.699717709262,1.0,-362.96694895740495,513.1831921879646,0.4774947951668837,-52.25052048331163,-70.72853407569521,-1.066443087451752,-52.25052048331163
PEP-0007,7,0,1,0,0,11278,84.388,0.40605,22.284340634689,0.685314948,10.8076666666667,1074.97824845581,234.490649536398,69.3062155040485,5,1,685.3149480000001,69.3062155040485,5,1039.5932325607275,84.388,354.27828456072746,862.4540902803637,1.5169568905430142,51.69568905430142,41.07792966064546,0.6011800871119577,51.69568905430142
PEP-0091,7,0,1,0,0,16242,0.90198,0.37625,13.8044244746304,0.67873995,9.61066666666667,415.311952265669,117.686610072866,24.1527336684451,5,4,678.73995,24.1527336684451,5,362.2910050266765,0.90198,-316.4489449733235,520.5154775133383,0.5337699733552983,-46.62300266447016,-60.79529978341795,-0.9057099443528228,-46.62300266447016
PEP-0065,7,0,0,0,0,11055,0.6909,0.484125,14.5846690285346,0.668963925,7.45416666666667,218.298353991,96.0719624409467,28.9678765086527,5,4,668.963925,28.9678765086527,5,434.5181476297905,0.6909,-234.4457773702095,551.7410363148953,0.6495389831817769,-35.04610168182231,-42.49199568987728,-0.6225119808303735,-35.04610168182231
PEP-0013,7,0,1,0,0,11203,89.574,0.3705,19.3211174072712,0.66374334,11.339,813.501952052133,139.659845451271,41.5542995778724,5,1,663.74334,41.5542995778724,5,623.314493668086,89.574,-40.42884633191397,643.528916834043,0.9390896391790328,-6.091036082096729,-6.282366693141157,-0.0906652204728925,-6.091036082096729
PEP-0071,11,0,2,0,0,20571,0.88951,0.3721,14.8781953195403,0.661973342,9.95483333333333,867.973163740322,127.590688560376,20.6748478538357,5,4,661.973342,20.6748478538357,5,310.12271780753554,0.88951,-351.85062419246447,486.04802990376777,0.4684821852048772,-53.15178147951227,-72.39009368315453,-1.0939339067792908,-53.15178147951227
PEP-0093,9,0,0,1,1,15729,0.75863,0.432857142857143,20.3914931329294,0.656756828571429,10.7445,602.143960344901,80.7644906684072,20.6231782514701,5,4,656.7568285714291,20.6231782514701,5,309.3476737720515,0.75863,-347.4091547993776,483.0522511717403,0.4710231554728429,-52.8976844527157,-71.91958094733373,-1.0861301104957988,-52.8976844527157
PEP-0024,7,0,0,0,1,8540,91.768,0.356625,10.8797666410072,0.65453526,11.5286666666667,1119.56823927077,99.1321830688976,56.341110013582,5,1,654.53526,56.341110013582,5,845.11665020373,91.768,190.58139020373005,749.825955101865,1.291170547792536,29.11705477925361,25.41675023477138,0.368679575551238,29.11705477925361
PEP-0108,8,0,0,1,1,14728,0.95821,0.3402,14.3946099460335,0.651966084,11.6933333333333,993.980038016479,251.520337546332,69.5595391317048,5,4,651.966084,69.5595391317048,5,1043.393086975572,0.95821,391.427002975572,847.679585487786,1.6003793948514229,60.0379394851423,46.17629227797559,0.6784139589792081,60.0379394851423
PEP-0114,8,0,0,1,0,12013,0.9149,0.354375,9.49861452784277,0.648435375,12.092,831.586437346963,198.03415930568,54.9499595731513,5,4,648.435375,54.9499595731513,5,824.2493935972694,0.9149,175.8140185972694,736.3423842986347,1.271135760594908,27.113576059490804,23.876666934598923,0.3461181221425658,27.113576059490804
PEP-0088,8,0,0,1,0,12156,0.94247,0.342964285714286,18.0385704516138,0.646467100714286,10.1861666666667,485.320695020419,59.1723018862031,16.2258149298572,5,4,646.4671007142861,16.2258149298572,5,243.387223947858,0.94247,-403.079876766428,444.92716233107205,0.3764881827380508,-62.35118172619491,-90.5945761222136,-1.4093235127863653,-62.35118172619491
PEP-0112,9,0,1,1,0,18306,0.98943,0.32446875,11.7544184832185,0.642078230625,12.0971666666667,1197.53218912022,233.12968110459,42.4505045894953,5,4,642.0782306250001,42.4505045894953,5,636.7575688424296,0.98943,-5.3206617825704825,639.4178997337149,0.9917133745877176,-0.8286625412282458,-0.8321102341342443,-0.0120048823518196,-0.8286625412282458
PEP-0291,15,0,0,1,3,26806,0.65187,0.32015625,11.38408631,0.6403125,,,386.870927352458,68.6635300485346,5,6,640.3125,68.6635300485346,5,1029.952950728019,0.65187,389.640450728019,835.1327253640095,1.6085160772716744,60.85160772716743,46.65611092634244,0.6857303559373094,60.85160772716743
PEP-0030,7,0,0,1,0,16212,94.298,0.335,8.03811370896294,0.6317966,9.067,816.038479504246,226.83670003587,46.639670210517,5,1,631.7966,46.639670210517,5,699.5950531577549,94.298,67.79845315775492,665.6958265788775,1.1073105698222416,10.731056982224173,10.18459939972623,0.1470599147144806,10.731056982224173
PEP-0138,8,0,0,2,0,17066,0.95128,0.3309,10.7361084589725,0.629557104,10.8811666666667,781.546433100821,278.913989237713,54.4775165509812,5,4,629.557104,54.4775165509812,5,817.162748264718,0.95128,187.605644264718,723.359926132359,1.2979962311166582,29.79962311166581,25.93531069212013,0.3762861943099321,29.79962311166581
PEP-0092,8,0,0,2,0,17286,0.89299,0.35055,12.1411397470133,0.626075289,10.493,632.32489164521,91.4297440361115,17.6307886991615,5,4,626.075289,17.6307886991615,5,264.4618304874225,0.89299,-361.6134585125775,445.2685597437113,0.4224121844991433,-57.75878155008567,-81.21243923458594,-1.2432766449851227,-57.75878155008567
PEP-0056,10,0,1,0,0,19106,0.91593,0.341357142857143,17.915754410377,0.625318495714286,7.05833333333333,257.930117755026,117.840855077935,20.5591358871445,5,4,625.318495714286,20.5591358871445,5,308.3870383071675,0.91593,-316.9314574071185,466.8527670107267,0.4931679462877625,-50.68320537122374,-67.88681138947527,-1.0198490608288333,-50.68320537122374
PEP-0055,9,0,0,0,1,15595,0.7304,0.41765625,12.5457285925356,0.61011225,,,140.278462798335,36.1915538695394,5,4,610.11225,36.1915538695394,5,542.873308043091,0.7304,-67.238941956909,576.4927790215455,0.8897925062856729,-11.020749371432716,-11.663449119177267,-0.1684591465085497,-11.020749371432716
PEP-0064,7,0,0,1,0,10932,0.902,0.3339375,13.1156307310721,0.60242325,8.8415,332.504774006349,76.0067497913988,23.1756158651661,5,4,602.4232499999999,23.1756158651661,5,347.6342379774915,0.902,-254.7890120225084,475.02874398874576,0.5770597963765368,-42.29402036234632,-53.63654626098685,-0.7932072726091713,-42.29402036234632
PEP-0120,7,0,1,0,0,11188,0.96675,0.3111,16.7601783467127,0.60151185,12.4656666666667,709.543915310744,103.259896931777,30.7650747621788,5,4,601.51185,30.7650747621788,5,461.476121432682,0.96675,-140.03572856731802,531.493985716341,0.7671937326466336,-23.28062673533664,-26.347565980183127,-0.3823371601368367,-23.28062673533664
PEP-0066,7,0,0,0,0,10971,0.62821,0.474642857142857,14.1858937571055,0.596350778571429,7.59433333333333,190.343835669766,92.203572316801,28.0143324269441,5,4,596.350778571429,28.0143324269441,5,420.2149864041615,0.62821,-176.13579216726754,508.2828824877953,0.704643980529036,-29.5356019470964,-34.65310326902399,-0.5050335710749858,-29.5356019470964
PEP-0106,9,0,1,2,1,31255,1.0,0.294964285714286,12.7782581175169,0.589928571428571,10.9391666666667,1154.0966670445,362.894816833781,42.3250311212714,5,4,589.928571428571,42.3250311212714,5,634.875466819071,1.0,44.9468953905,612.402019123821,1.0761904026476572,7.619040264765716,7.339442716862146,0.1059333461606959,7.619040264765716
PEP-0245,13,0,0,1,1,34787,1.0,0.290125,13.8018479042163,0.58025,,,199.060145696509,20.6631109550437,5,5,580.25,20.6631109550437,5,309.9466643256555,1.0,-270.3033356743445,445.0983321628278,0.5341605589412417,-46.58394410587584,-60.7289032877034,-0.904654639918747,-46.58394410587584
PEP-0343,13,0,1,1,0,27522,1.0,0.29,13.51,0.58,10.8833333333333,818.056062903025,211.187210490258,25.5779873665017,5,6,580.0,25.5779873665017,5,383.6698104975255,1.0,-196.33018950247447,481.8349052487628,0.6614996732715956,-33.850032672840435,-40.74636091403813,-0.5961876509602283,-33.850032672840435
PEP-0050,8,0,1,1,0,17365,98.057,0.2943,14.5177203399653,0.577163502,12.4311666666667,1177.56176793362,226.47542202234,43.4735429546675,5,1,577.163502,43.4735429546675,5,652.1031443200125,98.057,74.93964232001247,614.6333231600063,1.1298412703858265,12.984127038582642,12.192577183210023,0.176120104930489,12.984127038582642
PEP-0146,7,0,0,3,0,21316,0.93304,0.304,8.94531226374154,0.56728832,12.076,992.033557185558,340.735414918221,53.2832011819324,5,4,567.28832,53.2832011819324,5,799.2480177289859,0.93304,231.95969772898596,683.268168864493,1.4088920740144728,40.88920740144728,33.94855904299979,0.4945611004710463,40.88920740144728
PEP-0059,7,0,1,0,1,13805,0.80466,0.35125,13.5513472268991,0.56527365,8.7915,424.610954961123,73.3213274123264,21.9590678084236,5,4,565.27365,21.9590678084236,5,329.38601712635403,0.80466,-235.88763287364597,447.329833563177,0.5827018774470631,-41.72981225529369,-52.73237221731852,-0.7791701358767388,-41.72981225529369
PEP-0314,16,0,3,1,1,48518,0.70746,0.282138889,11.39925373,0.564277778,,,673.137690645875,48.9451454344811,5,6,564.277778,48.9451454344811,5,734.1771815172165,0.70746,169.89940351721646,649.2274797586083,1.301091785183177,30.1091785183177,26.16947199776377,0.3797227401939011,30.1091785183177
PEP-0102,10,0,1,0,0,14330,0.88838,0.3164375,14.2989001266413,0.5622334925,11.3273333333333,1032.62273527424,152.493298659872,35.471807085339,5,4,562.2334925,35.471807085339,5,532.077106280085,0.88838,-30.15638621991502,547.1552993900425,0.9463632340972375,-5.36367659027624,-5.511485725082576,-0.0795340683524206,-5.36367659027624
PEP-0032,7,0,0,0,0,5980,80.964,0.346125,8.99611370846893,0.56047329,11.5178333333333,901.53488708048,68.936321639063,38.4260432770696,5,1,560.47329,38.4260432770696,5,576.390649156044,80.964,15.917359156043972,568.4319695780221,1.0283998531955805,2.839985319558042,2.8002223674823026,0.0404013093390265,2.839985319558042
PEP-0115,9,0,0,2,0,18344,0.8386,0.333166666666667,14.2568652723114,0.558787133333333,12.3558333333333,1055.79054744796,247.754445887316,45.020069393683,5,4,558.7871333333329,45.020069393683,5,675.301040905245,0.8386,116.51390757191211,617.044087119289,1.2085121518043405,20.85121518043404,18.8825904022296,0.2732319797313144,20.85121518043404
PEP-0139,8,0,0,3,0,27345,0.98091,0.2814,14.0203044624818,0.552056148,9.9105,618.197942534398,310.83924478665,37.8910519639971,5,4,552.056148,37.8910519639971,5,568.3657794599565,0.98091,16.30963145995645,560.2109637299782,1.029543428723769,2.954342872376896,2.911337427486995,0.0420046877486374,2.954342872376896
PEP-0078,9,0,0,0,1,10363,1.0,0.2754,2.39279767282013,0.5508,11.406,259.987211702155,33.5126633571017,14.530291084418,5,4,550.8,14.530291084418,5,217.95436626627,1.0,-332.84563373373,384.37718313313496,0.3957050948915577,-60.42949051084423,-86.59349418730814,-1.3375024540714056,-60.42949051084423
PEP-0142,8,0,0,3,0,22228,0.97984,0.2810625,20.7949087671888,0.55079256,11.2453333333333,837.731461526148,262.340447352006,39.3408384847948,5,4,550.79256,39.3408384847948,5,590.112577271922,0.97984,39.320017271921984,570.4525686359609,1.0713880689890256,7.138806898902553,6.892775917538971,0.0994811353626425,7.138806898902553
PEP-0117,9,0,0,1,0,13119,0.72429,0.379714285714286,14.996862005389,0.55004652,11.9328333333333,899.475392068591,184.534306953632,46.8872899239353,5,4,550.04652,46.8872899239353,5,703.3093488590295,0.72429,153.26282885902947,626.6779344295147,1.2786361212848496,27.863612128484963,24.4563946548636,0.354605755455613,27.863612128484963
PEP-0022,7,0,0,1,0,11200,100.0,0.273,13.57042751124,0.546,11.751,804.04803094483,124.677757164667,37.1064753466271,5,1,546.0,37.1064753466271,5,556.5971301994065,100.0,10.59713019940648,551.2985650997032,1.0194086633688764,1.940866336887633,1.9222125487466075,0.0277325190447697,1.940866336887633
PEP-0001,7,0,0,1,1,13691,94.497,0.287,10.8260929250113,0.54241278,10.9381666666667,909.934095320536,155.180425387443,46.9560715890352,5,1,542.41278,46.9560715890352,5,704.3410738355279,94.497,161.92829383552794,623.376926917764,1.2985333307145306,29.853333071453065,25.97598448761476,0.3768830455445618,29.853333071453065
PEP-0042,7,0,0,1,0,11156,97.545,0.2775,8.89568362978897,0.54137475,11.7273333333333,716.107272866066,121.770829864981,36.38425656298,5,1,541.3747500000001,36.38425656298,5,545.7638484447,97.545,4.3890984446999255,543.5692992223501,1.0081073201967767,0.8107320196776678,0.8074588559322847,0.0116492321652006,0.8107320196776678
PEP-0040,7,0,1,0,0,11238,93.328,0.2889,18.9870782190474,0.539249184,11.8135,1333.36427875803,118.423809178319,35.1260037902115,5,1,539.249184,35.1260037902115,5,526.8900568531725,93.328,-12.359127146827518,533.0696204265862,0.9770808607346404,-2.2919139265359587,-2.3184827409480198,-0.0334501339694432,-2.2919139265359587
PEP-0039,7,0,0,0,0,5956,86.317,0.312,8.54634078588038,0.53861808,11.5018333333333,921.903173749512,74.2955682965039,41.5802374616655,5,1,538.61808,41.5802374616655,5,623.7035619249824,86.317,85.08548192498245,581.1608209624912,1.157969969973868,15.796996997386804,14.64060873616151,0.2115978399147631,15.796996997386804
PEP-0016,7,0,0,0,0,5950,97.263,0.27615,10.6967073429549,0.537183549,10.7805,455.825323080187,66.536013679608,37.2750776916571,5,1,537.183549,37.2750776916571,5,559.1261653748566,97.263,21.942616374856584,548.1548571874282,1.0408475211418966,4.0847521141896665,4.002995884674582,0.0577587366443905,4.0847521141896665
PEP-0008,7,0,0,0,1,8717,93.921,0.2845,11.9285433363136,0.53441049,10.9666666666667,605.180552694828,110.948560921563,61.2096220465423,5,1,534.41049,61.2096220465423,5,918.1443306981344,93.921,383.7338406981345,726.2774103490672,1.7180507266953808,71.80507266953808,52.83571197866424,0.7807726337240267,71.80507266953808
PEP-0041,7,0,0,0,0,6030,97.08,0.274125,10.2699449406968,0.5322411,11.8443333333333,461.867286563528,77.0986282577214,42.6194738848654,5,1,532.2411000000001,42.6194738848654,5,639.292108272981,97.08,107.05100827298088,585.7666041364905,1.2011325473981262,20.113254739812625,18.275368980925503,0.2643953641347319,20.113254739812625
PEP-0038,7,0,0,0,0,11047,82.908,0.3192,8.38917797761083,0.529284672,11.1065,1109.88068458775,126.690119807055,38.2276092474746,5,1,529.284672,38.2276092474746,5,573.414138712119,82.908,44.12946671211898,551.3494053560595,1.0833756748431191,8.337567484311917,8.003902114235586,0.1155336032899065,8.337567484311917
PEP-0121,9,0,0,0,1,10411,0.98259,0.269071428571428,13.449033924734,0.52877379,8.71666666666667,813.053212875402,122.898528609716,52.9552432823664,5,4,528.7737900000001,52.9552432823664,5,794.3286492354961,0.98259,265.554859235496,661.5512196177481,1.5022088164307386,50.22088164307387,40.14123946274888,0.587085370435213,50.22088164307387
PEP-0122,8,0,0,1,0,12134,0.86919,0.3035,11.8189788387367,0.52759833,9.80966666666667,648.127477544318,170.556079225658,46.8534913536779,5,4,527.59833,46.8534913536779,5,702.8023703051686,0.86919,175.20404030516852,615.2003501525843,1.3320784588252363,33.20784588252364,28.4791841002226,0.41367905900417,33.20784588252364
PEP-0076,7,0,0,0,1,8578,0.89526,0.291642857142857,14.5196484397129,0.522192368571429,9.48033333333333,357.210606503713,45.5754542404829,25.7357582249043,5,4,522.192368571429,25.7357582249043,5,386.03637337356446,0.89526,-136.15599519786457,454.1143709724968,0.7392608483146758,-26.073915168532423,-29.98275410361563,-0.4358445854968525,-26.073915168532423
PEP-0070,11,0,0,1,0,15100,0.84802,0.30696875,11.9299558663648,0.52063127875,9.59483333333333,610.798072554959,75.9603513821421,16.7682894883316,5,4,520.6312787500001,16.7682894883316,5,251.524342324974,0.84802,-269.1069364250261,386.07781053748704,0.4831141588896976,-51.68858411103024,-69.7027721045099,-1.0495639596486983,-51.68858411103024
PEP-0110,12,0,2,0,0,21466,0.94783,0.272428571428571,14.8494405046388,0.516431945714286,11.6535,1338.83075386106,176.826988663932,27.4584596825883,5,4,516.4319457142859,27.4584596825883,5,411.8768952388245,0.94783,-104.55505047546144,464.1544204765552,0.7975434104277775,-20.24565895722224,-22.525919362808825,-0.3263650477284511,-20.24565895722224
PEP-0017,7,0,0,3,1,24018,100.0,0.257625,6.54212665334621,0.51525,14.3856666666667,1116.38180208878,243.052769693313,37.959794732592,5,1,515.25,37.959794732592,5,569.3969209888801,100.0,54.14692098888008,542.32346049444,1.1050886385034062,10.508863850340628,9.984248319169884,0.144162091970224,10.508863850340628
PEP-0304,15,0,0,0,0,23756,0.8778,0.25728125,15.50952714,0.5145625,,,281.552165831818,39.5061129583849,5,6,514.5625,39.5061129583849,5,592.5916943757735,0.8778,78.0291943757735,553.5770971878867,1.15164182072299,15.16418207229899,14.095452064789814,0.2036920849953642,15.16418207229899
PEP-0034,7,0,1,0,0,11205,100.0,0.2568,25.2367545245552,0.5136,12.3985,810.300944981755,146.682491177693,43.6360229593018,5,1,513.5999999999999,43.6360229593018,5,654.5403443895269,100.0,140.940344389527,584.0701721947635,1.2744165583908236,27.44165583908237,24.130721118648253,0.349836916917114,27.44165583908237
PEP-0054,11,0,1,0,1,17816,0.92361,0.275,16.2797271457051,0.5079855,9.04783333333333,717.1230888202,93.4154944839756,20.565681369345,5,4,507.9855,20.565681369345,5,308.485220540175,0.92361,-199.50027945982495,408.23536027008754,0.6072717046848286,-39.27282953151714,-48.868936617307256,-0.7195859452974093,-39.27282953151714
PEP-0109,12,0,2,0,0,21587,0.95235,0.266517857142857,14.2063444768537,0.5076365625,11.6328333333333,1376.77214619387,174.987426183361,27.020494770519505,5,4,507.6365625,27.020494770519505,5,405.3074215577925,0.95235,-102.32914094220752,456.4719920288962,0.798420467512705,-20.157953248729505,-22.41739750283074,-0.324779390243507,-20.157953248729505
PEP-0169,12,0,1,1,1,29054,0.97417,0.26015625,6.41944476159028,0.506872828125,,,205.594962237898,25.9796254897074,5,5,506.872828125,25.9796254897074,5,389.69438234561096,0.97417,-117.17844577938904,448.2836052353055,0.768820818009026,-23.1179181990974,-26.139355624634483,-0.379280693177688,-23.1179181990974
PEP-0149,7,0,1,2,0,21485,0.95421,0.2643,17.7821181464242,0.504395406,12.0236666666667,891.315495120324,294.805929017195,45.7382559952207,5,4,504.395406,45.7382559952207,5,686.0738399283105,0.95421,181.67843392831048,595.2346229641553,1.360190500879206,36.019050087920604,30.522154948511968,0.4438087216424476,36.019050087920604
PEP-0341,13,0,0,1,2,27529,0.9661,0.251207143,12.92,0.502414286,9.3135,608.099931882508,196.016955280618,29.4598426861172,5,6,502.41428600000006,29.4598426861172,5,441.897640291758,0.9661,-60.516645708242095,472.155963145879,0.8795483182016005,-12.045168179839951,-12.81708808780726,-0.1851652602088027,-12.045168179839951
PEP-0090,8,0,0,1,0,12161,0.74571,0.331166666666667,14.4082967817691,0.49390859,10.5828333333333,483.178535025798,66.1532652166425,18.1326275845305,5,4,493.90859,18.1326275845305,5,271.9894137679575,0.74571,-221.9191762320425,382.9490018839788,0.550687757360036,-44.931224263996405,-57.95005996628159,-0.8606935593825792,-44.931224263996405
PEP-0062,8,0,0,0,2,12091,0.8302,0.297125,12.8554570286815,0.49334635,7.529,200.487388913847,72.1700515632692,35.6871144554563,5,4,493.34635,35.6871144554563,5,535.3067168318446,0.8302,41.960366831844624,514.3265334159223,1.0850525535089997,8.505255350899956,8.15831268769336,0.1177649199514889,8.505255350899956
PEP-0239,13,0,0,1,0,22135,1.0,0.244546875,11.6439522747338,0.48909375,10.2978333333333,569.265281661567,148.160616524226,22.3116657667685,5,5,489.09375,22.3116657667685,5,334.6749865015275,1.0,-154.41876349847252,411.8843682507637,0.6842757375278818,-31.57242624721181,-37.49080455620962,-0.5473503004735676,-31.57242624721181
PEP-0301,17,0,0,0,1,18267,0.53261,0.243265625,14.85024949,0.48653125,10.3293333333333,532.168370932195,104.580838298658,22.3577985074949,5,6,486.53125,22.3577985074949,5,335.36697761242345,0.53261,-151.16427238757657,410.9491138062117,0.6893020286208202,-31.069797137917973,-36.78418259319084,-0.536791833703262,-31.069797137917973
PEP-0137,8,0,1,0,0,12368,0.99349,0.244375,13.4848739218123,0.4855682375,10.4015,603.457468714351,133.100467365512,35.8722691261081,5,4,485.5682375,35.8722691261081,5,538.0840368916215,0.99349,52.5157993916215,511.8261371958108,1.1081532837938592,10.815328379385914,10.260476278008127,0.1481574540170445,10.815328379385914
PEP-0141,9,0,0,2,0,18060,0.77576,0.312,10.7557006351909,0.48407424,11.2896666666667,906.963683205015,214.180354659708,39.5312577814152,5,4,484.07424,39.5312577814152,5,592.968866721228,0.77576,108.894626721228,538.521553360614,1.2249543927832804,22.495439278328057,20.22103405920842,0.2927280361419276,22.495439278328057
PEP-0153,9,0,0,3,0,23334,0.75291,0.319416666666667,15.8465790342366,0.480984005,12.6591666666667,835.921336020217,219.019051836571,31.2875420468802,5,4,480.984005,31.2875420468802,5,469.313130703203,0.75291,-11.670874296796969,475.1485678516015,0.975735421187661,-2.4264578812339024,-2.4562579130917253,-0.0354380928853357,-2.4264578812339024
PEP-0136,8,0,1,0,0,12149,0.89099,0.2697,16.0781291799898,0.480600006,9.91516666666667,714.999471588858,154.407335695563,42.3648957926752,5,4,480.600006,42.3648957926752,5,635.473436890128,0.89099,154.87343089012802,558.036721445064,1.3222501642876134,32.22501642876135,27.753268725591305,0.4029951546319719,32.22501642876135
PEP-0051,8,0,1,2,0,27633,97.077,0.246375,16.710914762482,0.4783469175,10.4641666666667,1245.16136265808,235.561582542548,28.4154914465251,5,1,478.3469175,28.4154914465251,5,426.2323716978765,97.077,-52.11454580212353,452.2896445989383,0.8910528240163197,-10.894717598368036,-11.522383150809343,-0.1664171337491397,-10.894717598368036
